Title,Address,Bedrooms,Bathrooms,Rent,Square Footage,Availability,Amenities
Icon - Student Living,"6545 Trigo Rd, Isla Vista, CA 93117 – Goleta",5 BRs,2 Baths,"$1,459",167 Sq Ft,Sep 15,"24 hr on call service, Decks and patios (some units), Double and private rooms available, Full kitchens with stainless steel appliances, Fully Furnished Units, Fully furnished with chic modern furniture, Heating &amp; fan in every apartment, Individual Leasing, Internet &amp; wifi included, Rooftop BBQ for grilling, Rooftop Sun and Yoga Decks, Tanning beach style chairs on the roof, Two Fitness Centers, Unique floor plans, Built in 2012, 50 Units/4 Stories, Furnished, 12 months, Community-Wide WiFi, Laundry Facilities, Furnished Units Available, Renters Insurance Program, Online Services, Planned Social Activities, Elevator, Lounge, Breakfast/Coffee Concierge, Roof Terrace, Grill, Roommate Matching, Study Lounge, Walk To Campus, High Speed Internet Access, Washer/Dryer - In Unit, Smoke Free, Cable Ready, Dishwasher, Disposal, Stainless Steel Appliances, Microwave, Oven, Refrigerator, Furnished, Property Manager on Site, Security System, Video Patrol"
Ivy at Carrillo,"520-536 W Carrillo St, Santa Barbara, CA 93101 – Westside",1 Bed,1 Bath,"$2,195 - 2,280",675 Sq Ft,Available Now,"$300 Deposit, Built in 1970, 50 Units/2 Stories, Furnished, Laundry Facilities, Furnished Units Available, Renters Insurance Program, Planned Social Activities, Ceiling Fans, Smoke Free, Cable Ready, Walk-In Closets, Grill"
Ivy at Carrillo,"520-536 W Carrillo St, Santa Barbara, CA 93101 – Westside",1 Bed,1 Bath,"$2,195 - 2,280",750 Sq Ft,Available Now,"$300 Deposit, Built in 1970, 50 Units/2 Stories, Furnished, Laundry Facilities, Furnished Units Available, Renters Insurance Program, Planned Social Activities, Ceiling Fans, Smoke Free, Cable Ready, Walk-In Closets, Grill"
Ivy at Carrillo,"520-536 W Carrillo St, Santa Barbara, CA 93101 – Westside",2 BRs,1 Bath,"$2,800",750 Sq Ft,Available Now,"$300 Deposit, Built in 1970, 50 Units/2 Stories, Furnished, Laundry Facilities, Furnished Units Available, Renters Insurance Program, Planned Social Activities, Ceiling Fans, Smoke Free, Cable Ready, Walk-In Closets, Grill"
Ivy at Carrillo,"520-536 W Carrillo St, Santa Barbara, CA 93101 – Westside",2 BRs,1 Bath,"$2,800 - 2,950",750 Sq Ft,Available Now,"$300 Deposit, Built in 1970, 50 Units/2 Stories, Furnished, Laundry Facilities, Furnished Units Available, Renters Insurance Program, Planned Social Activities, Ceiling Fans, Smoke Free, Cable Ready, Walk-In Closets, Grill"
CityWalk,"1412 San Pascual St, Santa Barbara, CA 93101 – Westside",1 Bed,1 Bath,"$1,700",498 Sq Ft,Available Now,"Built in 1969, 75 Units/2 Stories, Laundry Facilities, Picnic Area, Heating, Ceiling Fans, Tub/Shower, Range, Refrigerator, Property Manager on Site"
CityWalk,"1412 San Pascual St, Santa Barbara, CA 93101 – Westside",1 Bed,1 Bath,"$1,700",498 Sq Ft,Available Now,"Built in 1969, 75 Units/2 Stories, Laundry Facilities, Picnic Area, Heating, Ceiling Fans, Tub/Shower, Range, Refrigerator, Property Manager on Site"
CityWalk,"1412 San Pascual St, Santa Barbara, CA 93101 – Westside",2 BRs,1 Bath,"$2,000",700 Sq Ft,Available Now,"Built in 1969, 75 Units/2 Stories, Laundry Facilities, Picnic Area, Heating, Ceiling Fans, Tub/Shower, Range, Refrigerator, Property Manager on Site"
CityWalk,"1412 San Pascual St, Santa Barbara, CA 93101 – Westside",2 BRs,1 Bath,"$2,000",700 Sq Ft,Available Now,"Built in 1969, 75 Units/2 Stories, Laundry Facilities, Picnic Area, Heating, Ceiling Fans, Tub/Shower, Range, Refrigerator, Property Manager on Site"
CityWalk,"1412 San Pascual St, Santa Barbara, CA 93101 – Westside",3 BRs,1 Bath,"$2,500","1,000 Sq Ft",Aug 5,"Built in 1969, 75 Units/2 Stories, Laundry Facilities, Picnic Area, Heating, Ceiling Fans, Tub/Shower, Range, Refrigerator, Property Manager on Site"
CityWalk,"1412 San Pascual St, Santa Barbara, CA 93101 – Westside",3 BRs,1 Bath,"$2,500","1,000 Sq Ft",Aug 5,"Built in 1969, 75 Units/2 Stories, Laundry Facilities, Picnic Area, Heating, Ceiling Fans, Tub/Shower, Range, Refrigerator, Property Manager on Site"
CityWalk,"1412 San Pascual St, Santa Barbara, CA 93101 – Westside",2 BRs,1 Bath,"$2,000",700 Sq Ft,Sep 10,"Built in 1969, 75 Units/2 Stories, Laundry Facilities, Picnic Area, Heating, Ceiling Fans, Tub/Shower, Range, Refrigerator, Property Manager on Site"
CityWalk,"1412 San Pascual St, Santa Barbara, CA 93101 – Westside",2 BRs,2 Baths,Call for Rent,800 Sq Ft,Not Available,"Built in 1969, 75 Units/2 Stories, Laundry Facilities, Picnic Area, Heating, Ceiling Fans, Tub/Shower, Range, Refrigerator, Property Manager on Site"
La Brezza,"620 W Gutierrez St, Santa Barbara, CA 93101 – Lower West",2 BRs,1 Bath,"$2,350 - 2,550",650 Sq Ft,Available Now,"BBQ/Picnic Area, Bike Racks, Cable Ready, Close to Beach &amp; Local Colleges, Courtyard, Courtyard or Pool Views*, Disposal, Double Pane Windows, End Unit*, Gas Range, Hardwood Floors, High Ceilings*, Large Closets, Lush Gardens &amp; Mature Trees, Microwave, Mountain View*, On-site Office, Patio/Balcony*, Paver Patio*, Pet Park, Recently Remodeled, Recycling, Refrigerator, Skylight*, Window Coverings, Built in 1963, 74 Units/2 Stories, 10, 11, 12, Laundry Facilities, Pool, High Speed Internet Access, Heating, Smoke Free, Cable Ready, Granite Countertops, Kitchen, Microwave, Refrigerator, Tile Floors, Crown Molding, Grill, Property Manager on Site"
La Brezza,"620 W Gutierrez St, Santa Barbara, CA 93101 – Lower West",2 BRs,1 Bath,"$2,450",650 Sq Ft,Available Now,"BBQ/Picnic Area, Bike Racks, Cable Ready, Close to Beach &amp; Local Colleges, Courtyard, Courtyard or Pool Views*, Disposal, Double Pane Windows, End Unit*, Gas Range, Hardwood Floors, High Ceilings*, Large Closets, Lush Gardens &amp; Mature Trees, Microwave, Mountain View*, On-site Office, Patio/Balcony*, Paver Patio*, Pet Park, Recently Remodeled, Recycling, Refrigerator, Skylight*, Window Coverings, Built in 1963, 74 Units/2 Stories, 10, 11, 12, Laundry Facilities, Pool, High Speed Internet Access, Heating, Smoke Free, Cable Ready, Granite Countertops, Kitchen, Microwave, Refrigerator, Tile Floors, Crown Molding, Grill, Property Manager on Site"
La Brezza,"620 W Gutierrez St, Santa Barbara, CA 93101 – Lower West",2 BRs,1 Bath,"$2,450",650 Sq Ft,Available Now,"BBQ/Picnic Area, Bike Racks, Cable Ready, Close to Beach &amp; Local Colleges, Courtyard, Courtyard or Pool Views*, Disposal, Double Pane Windows, End Unit*, Gas Range, Hardwood Floors, High Ceilings*, Large Closets, Lush Gardens &amp; Mature Trees, Microwave, Mountain View*, On-site Office, Patio/Balcony*, Paver Patio*, Pet Park, Recently Remodeled, Recycling, Refrigerator, Skylight*, Window Coverings, Built in 1963, 74 Units/2 Stories, 10, 11, 12, Laundry Facilities, Pool, High Speed Internet Access, Heating, Smoke Free, Cable Ready, Granite Countertops, Kitchen, Microwave, Refrigerator, Tile Floors, Crown Molding, Grill, Property Manager on Site"
La Brezza,"620 W Gutierrez St, Santa Barbara, CA 93101 – Lower West",2 BRs,1 Bath,"$2,550",650 Sq Ft,Available Now,"BBQ/Picnic Area, Bike Racks, Cable Ready, Close to Beach &amp; Local Colleges, Courtyard, Courtyard or Pool Views*, Disposal, Double Pane Windows, End Unit*, Gas Range, Hardwood Floors, High Ceilings*, Large Closets, Lush Gardens &amp; Mature Trees, Microwave, Mountain View*, On-site Office, Patio/Balcony*, Paver Patio*, Pet Park, Recently Remodeled, Recycling, Refrigerator, Skylight*, Window Coverings, Built in 1963, 74 Units/2 Stories, 10, 11, 12, Laundry Facilities, Pool, High Speed Internet Access, Heating, Smoke Free, Cable Ready, Granite Countertops, Kitchen, Microwave, Refrigerator, Tile Floors, Crown Molding, Grill, Property Manager on Site"
La Brezza,"620 W Gutierrez St, Santa Barbara, CA 93101 – Lower West",2 BRs,1 Bath,"$2,375 - 2,700",650 Sq Ft,Available Now,"BBQ/Picnic Area, Bike Racks, Cable Ready, Close to Beach &amp; Local Colleges, Courtyard, Courtyard or Pool Views*, Disposal, Double Pane Windows, End Unit*, Gas Range, Hardwood Floors, High Ceilings*, Large Closets, Lush Gardens &amp; Mature Trees, Microwave, Mountain View*, On-site Office, Patio/Balcony*, Paver Patio*, Pet Park, Recently Remodeled, Recycling, Refrigerator, Skylight*, Window Coverings, Built in 1963, 74 Units/2 Stories, 10, 11, 12, Laundry Facilities, Pool, High Speed Internet Access, Heating, Smoke Free, Cable Ready, Granite Countertops, Kitchen, Microwave, Refrigerator, Tile Floors, Crown Molding, Grill, Property Manager on Site"
La Brezza,"620 W Gutierrez St, Santa Barbara, CA 93101 – Lower West",2 BRs,1 Bath,"$2,475",650 Sq Ft,Available Now,"BBQ/Picnic Area, Bike Racks, Cable Ready, Close to Beach &amp; Local Colleges, Courtyard, Courtyard or Pool Views*, Disposal, Double Pane Windows, End Unit*, Gas Range, Hardwood Floors, High Ceilings*, Large Closets, Lush Gardens &amp; Mature Trees, Microwave, Mountain View*, On-site Office, Patio/Balcony*, Paver Patio*, Pet Park, Recently Remodeled, Recycling, Refrigerator, Skylight*, Window Coverings, Built in 1963, 74 Units/2 Stories, 10, 11, 12, Laundry Facilities, Pool, High Speed Internet Access, Heating, Smoke Free, Cable Ready, Granite Countertops, Kitchen, Microwave, Refrigerator, Tile Floors, Crown Molding, Grill, Property Manager on Site"
La Brezza,"620 W Gutierrez St, Santa Barbara, CA 93101 – Lower West",2 BRs,1 Bath,"$2,475",650 Sq Ft,Available Now,"BBQ/Picnic Area, Bike Racks, Cable Ready, Close to Beach &amp; Local Colleges, Courtyard, Courtyard or Pool Views*, Disposal, Double Pane Windows, End Unit*, Gas Range, Hardwood Floors, High Ceilings*, Large Closets, Lush Gardens &amp; Mature Trees, Microwave, Mountain View*, On-site Office, Patio/Balcony*, Paver Patio*, Pet Park, Recently Remodeled, Recycling, Refrigerator, Skylight*, Window Coverings, Built in 1963, 74 Units/2 Stories, 10, 11, 12, Laundry Facilities, Pool, High Speed Internet Access, Heating, Smoke Free, Cable Ready, Granite Countertops, Kitchen, Microwave, Refrigerator, Tile Floors, Crown Molding, Grill, Property Manager on Site"
La Brezza,"620 W Gutierrez St, Santa Barbara, CA 93101 – Lower West",2 BRs,1 Bath,"$2,700",650 Sq Ft,Available Now,"BBQ/Picnic Area, Bike Racks, Cable Ready, Close to Beach &amp; Local Colleges, Courtyard, Courtyard or Pool Views*, Disposal, Double Pane Windows, End Unit*, Gas Range, Hardwood Floors, High Ceilings*, Large Closets, Lush Gardens &amp; Mature Trees, Microwave, Mountain View*, On-site Office, Patio/Balcony*, Paver Patio*, Pet Park, Recently Remodeled, Recycling, Refrigerator, Skylight*, Window Coverings, Built in 1963, 74 Units/2 Stories, 10, 11, 12, Laundry Facilities, Pool, High Speed Internet Access, Heating, Smoke Free, Cable Ready, Granite Countertops, Kitchen, Microwave, Refrigerator, Tile Floors, Crown Molding, Grill, Property Manager on Site"
La Colina Gardens,"4099 Foothill Rd, Santa Barbara, CA 93110 – Hope",2 BRs,2 Baths,"$2,750 - 2,850","1,400 Sq Ft",Available Now,"Balcony Or Large Backyard, Beautifully Appointed Apartments, Granite Or Quartz Countertops, Highspeed Internet Access Available, Newly Renovated Pool Area With Lounge, Park Like Settings, Picnic Areas And Barbecues, Stackable Washer/Dryer In Select Units, Upgraded Flooring, White Or Stainless Steel Appliances, $800 Deposit, 1 Pet Limit, Built in 1968, 116 Units/2 Stories, Laundry Facilities, Picnic Area, Balcony, Patio, Deck, Pool, Walking/Biking Trails, Smoke Free, Dining Room, Family Room, Property Manager on Site"
La Colina Gardens,"4099 Foothill Rd, Santa Barbara, CA 93110 – Hope",2 BRs,1½ Baths,"$3,050 - 3,100","1,385 Sq Ft",Available Now,"Balcony Or Large Backyard, Beautifully Appointed Apartments, Granite Or Quartz Countertops, Highspeed Internet Access Available, Newly Renovated Pool Area With Lounge, Park Like Settings, Picnic Areas And Barbecues, Stackable Washer/Dryer In Select Units, Upgraded Flooring, White Or Stainless Steel Appliances, $800 Deposit, 1 Pet Limit, Built in 1968, 116 Units/2 Stories, Laundry Facilities, Picnic Area, Balcony, Patio, Deck, Pool, Walking/Biking Trails, Smoke Free, Dining Room, Family Room, Property Manager on Site"
La Colina Gardens,"4099 Foothill Rd, Santa Barbara, CA 93110 – Hope",3 BRs,2½ Baths,"$3,500 - 3,700","1,603 Sq Ft",Available Now,"Balcony Or Large Backyard, Beautifully Appointed Apartments, Granite Or Quartz Countertops, Highspeed Internet Access Available, Newly Renovated Pool Area With Lounge, Park Like Settings, Picnic Areas And Barbecues, Stackable Washer/Dryer In Select Units, Upgraded Flooring, White Or Stainless Steel Appliances, $800 Deposit, 1 Pet Limit, Built in 1968, 116 Units/2 Stories, Laundry Facilities, Picnic Area, Balcony, Patio, Deck, Pool, Walking/Biking Trails, Smoke Free, Dining Room, Family Room, Property Manager on Site"
Casa Anatega,"112 E Ortega St, Santa Barbara, CA 93101 – Lower State",Studio,1 Bath,"$2,900 - 3,100",629 - 638 Sq Ft,Available Now,"Bike Storage, Island Kitchen *Select Units, Patio On Most 2nd Floor Units, 1 Pet Limit, 2 Pet Limit, Built in 2019, 30 Units/3 Stories, 6 - 12 Month Leases, Laundry Facilities, 24 Hour Availability, Trash Pickup - Curbside, Recycling, Car Charging Station, Courtyard, Balcony, Patio, Bike Storage, High Speed Internet Access, Washer/Dryer - In Unit, Air Conditioning, Heating, Smoke Free, Cable Ready, Tub/Shower, Sprinkler System, Wheelchair Accessible (Rooms), Dishwasher, Disposal, Granite Countertops, Stainless Steel Appliances, Pantry, Kitchen, Microwave, Oven, Range, Refrigerator, Freezer, Hardwood Floors, Tile Floors, Vaulted Ceiling, Views, Walk-In Closets, Double Pane Windows, Window Coverings, Controlled Access, Property Manager on Site, Security System"
Casa Anatega,"112 E Ortega St, Santa Barbara, CA 93101 – Lower State",1 Bed,1 Bath,"$3,350 - 3,600",646 - 866 Sq Ft,Available Now,"Bike Storage, Island Kitchen *Select Units, Patio On Most 2nd Floor Units, 1 Pet Limit, 2 Pet Limit, Built in 2019, 30 Units/3 Stories, 6 - 12 Month Leases, Laundry Facilities, 24 Hour Availability, Trash Pickup - Curbside, Recycling, Car Charging Station, Courtyard, Balcony, Patio, Bike Storage, High Speed Internet Access, Washer/Dryer - In Unit, Air Conditioning, Heating, Smoke Free, Cable Ready, Tub/Shower, Sprinkler System, Wheelchair Accessible (Rooms), Dishwasher, Disposal, Granite Countertops, Stainless Steel Appliances, Pantry, Kitchen, Microwave, Oven, Range, Refrigerator, Freezer, Hardwood Floors, Tile Floors, Vaulted Ceiling, Views, Walk-In Closets, Double Pane Windows, Window Coverings, Controlled Access, Property Manager on Site, Security System"
Casa Anatega,"112 E Ortega St, Santa Barbara, CA 93101 – Lower State",2 BRs,1 Bath,"$4,200",864 - 879 Sq Ft,Available Now,"Bike Storage, Island Kitchen *Select Units, Patio On Most 2nd Floor Units, 1 Pet Limit, 2 Pet Limit, Built in 2019, 30 Units/3 Stories, 6 - 12 Month Leases, Laundry Facilities, 24 Hour Availability, Trash Pickup - Curbside, Recycling, Car Charging Station, Courtyard, Balcony, Patio, Bike Storage, High Speed Internet Access, Washer/Dryer - In Unit, Air Conditioning, Heating, Smoke Free, Cable Ready, Tub/Shower, Sprinkler System, Wheelchair Accessible (Rooms), Dishwasher, Disposal, Granite Countertops, Stainless Steel Appliances, Pantry, Kitchen, Microwave, Oven, Range, Refrigerator, Freezer, Hardwood Floors, Tile Floors, Vaulted Ceiling, Views, Walk-In Closets, Double Pane Windows, Window Coverings, Controlled Access, Property Manager on Site, Security System"
Beachwalk,"234 S Voluntario St, Santa Barbara, CA 93103 – Milpas",1 Bed,1 Bath,"$2,101",780 Sq Ft,Available Soon,"Built in 1972, 20 Units/2 Stories, Laundry Facilities, Heating, Ceiling Fans, Dishwasher, Kitchen, Range, Refrigerator, Balcony, Patio"
Beachwalk,"234 S Voluntario St, Santa Barbara, CA 93103 – Milpas",2 BRs,1 Bath,"$2,525",825 Sq Ft,Available Soon,"Built in 1972, 20 Units/2 Stories, Laundry Facilities, Heating, Ceiling Fans, Dishwasher, Kitchen, Range, Refrigerator, Balcony, Patio"
Beachwalk,"234 S Voluntario St, Santa Barbara, CA 93103 – Milpas",2 BRs,1½ Baths,"$2,895",950 Sq Ft,Available Soon,"Built in 1972, 20 Units/2 Stories, Laundry Facilities, Heating, Ceiling Fans, Dishwasher, Kitchen, Range, Refrigerator, Balcony, Patio"
Beachwalk,"234 S Voluntario St, Santa Barbara, CA 93103 – Milpas",3 BRs,1½ Baths,"$3,100","1,153 Sq Ft",Available Soon,"Built in 1972, 20 Units/2 Stories, Laundry Facilities, Heating, Ceiling Fans, Dishwasher, Kitchen, Range, Refrigerator, Balcony, Patio"
Arrive Los Carneros,"6505 Sea Star Ct, Goleta, CA 93117 – West Santa Barbara",1 Bed,1 Bath,"$2,660 - 3,230",700 Sq Ft,Available Now,"Built-in WIFI Sound System, Controlled Access, Covered Parking, DisabilityAccess, Drought Tolerant Landscaping, Kevo Keyless Entry System, Kitchen Aid Dishwasher &amp; Built in Microwaves, Oil Rubbed Bronze Fixtures, Stainless Steel Kitchen Aid Three Door Refrigerator, 100 lb Weight Limit, 2 Pet Limit, 45 lb Weight Limit, 2 Pet Limit, Built in 2018, 74 Units/3 Stories, 12 months, 13 months, 14 months, 15 months, Maintenance on site, 24 Hour Availability, Maid Service, Elevator, Business Center, Clubhouse, Lounge, Courtyard, Balcony, Patio, Fitness Center, Spa, Pool, Washer/Dryer - In Unit, Air Conditioning, Heating, Ceiling Fans, Wheelchair Accessible (Rooms), Dishwasher, Disposal, Microwave, Range, Refrigerator, Views, Walk-In Closets, Window Coverings, Package Service, Property Manager on Site"
Arrive Los Carneros,"6505 Sea Star Ct, Goleta, CA 93117 – West Santa Barbara",1 Bed,1 Bath,"$2,885 - 3,215",700 Sq Ft,Available Now,"Built-in WIFI Sound System, Controlled Access, Covered Parking, DisabilityAccess, Drought Tolerant Landscaping, Kevo Keyless Entry System, Kitchen Aid Dishwasher &amp; Built in Microwaves, Oil Rubbed Bronze Fixtures, Stainless Steel Kitchen Aid Three Door Refrigerator, 100 lb Weight Limit, 2 Pet Limit, 45 lb Weight Limit, 2 Pet Limit, Built in 2018, 74 Units/3 Stories, 12 months, 13 months, 14 months, 15 months, Maintenance on site, 24 Hour Availability, Maid Service, Elevator, Business Center, Clubhouse, Lounge, Courtyard, Balcony, Patio, Fitness Center, Spa, Pool, Washer/Dryer - In Unit, Air Conditioning, Heating, Ceiling Fans, Wheelchair Accessible (Rooms), Dishwasher, Disposal, Microwave, Range, Refrigerator, Views, Walk-In Closets, Window Coverings, Package Service, Property Manager on Site"
Arrive Los Carneros,"6505 Sea Star Ct, Goleta, CA 93117 – West Santa Barbara",1 Bed,1 Bath,"$2,885 - 3,215",700 Sq Ft,Available Now,"Built-in WIFI Sound System, Controlled Access, Covered Parking, DisabilityAccess, Drought Tolerant Landscaping, Kevo Keyless Entry System, Kitchen Aid Dishwasher &amp; Built in Microwaves, Oil Rubbed Bronze Fixtures, Stainless Steel Kitchen Aid Three Door Refrigerator, 100 lb Weight Limit, 2 Pet Limit, 45 lb Weight Limit, 2 Pet Limit, Built in 2018, 74 Units/3 Stories, 12 months, 13 months, 14 months, 15 months, Maintenance on site, 24 Hour Availability, Maid Service, Elevator, Business Center, Clubhouse, Lounge, Courtyard, Balcony, Patio, Fitness Center, Spa, Pool, Washer/Dryer - In Unit, Air Conditioning, Heating, Ceiling Fans, Wheelchair Accessible (Rooms), Dishwasher, Disposal, Microwave, Range, Refrigerator, Views, Walk-In Closets, Window Coverings, Package Service, Property Manager on Site"
Arrive Los Carneros,"6505 Sea Star Ct, Goleta, CA 93117 – West Santa Barbara",2 BRs,2 Baths,"$3,235 - 3,565",944 Sq Ft,Available Now,"Built-in WIFI Sound System, Controlled Access, Covered Parking, DisabilityAccess, Drought Tolerant Landscaping, Kevo Keyless Entry System, Kitchen Aid Dishwasher &amp; Built in Microwaves, Oil Rubbed Bronze Fixtures, Stainless Steel Kitchen Aid Three Door Refrigerator, 100 lb Weight Limit, 2 Pet Limit, 45 lb Weight Limit, 2 Pet Limit, Built in 2018, 74 Units/3 Stories, 12 months, 13 months, 14 months, 15 months, Maintenance on site, 24 Hour Availability, Maid Service, Elevator, Business Center, Clubhouse, Lounge, Courtyard, Balcony, Patio, Fitness Center, Spa, Pool, Washer/Dryer - In Unit, Air Conditioning, Heating, Ceiling Fans, Wheelchair Accessible (Rooms), Dishwasher, Disposal, Microwave, Range, Refrigerator, Views, Walk-In Closets, Window Coverings, Package Service, Property Manager on Site"
Arrive Los Carneros,"6505 Sea Star Ct, Goleta, CA 93117 – West Santa Barbara",2 BRs,2 Baths,"$3,235 - 3,565",944 Sq Ft,Available Now,"Built-in WIFI Sound System, Controlled Access, Covered Parking, DisabilityAccess, Drought Tolerant Landscaping, Kevo Keyless Entry System, Kitchen Aid Dishwasher &amp; Built in Microwaves, Oil Rubbed Bronze Fixtures, Stainless Steel Kitchen Aid Three Door Refrigerator, 100 lb Weight Limit, 2 Pet Limit, 45 lb Weight Limit, 2 Pet Limit, Built in 2018, 74 Units/3 Stories, 12 months, 13 months, 14 months, 15 months, Maintenance on site, 24 Hour Availability, Maid Service, Elevator, Business Center, Clubhouse, Lounge, Courtyard, Balcony, Patio, Fitness Center, Spa, Pool, Washer/Dryer - In Unit, Air Conditioning, Heating, Ceiling Fans, Wheelchair Accessible (Rooms), Dishwasher, Disposal, Microwave, Range, Refrigerator, Views, Walk-In Closets, Window Coverings, Package Service, Property Manager on Site"
Arrive Los Carneros,"6505 Sea Star Ct, Goleta, CA 93117 – West Santa Barbara",1 Bed,1 Bath,"$2,885 - 3,225",700 Sq Ft,Aug 6,"Built-in WIFI Sound System, Controlled Access, Covered Parking, DisabilityAccess, Drought Tolerant Landscaping, Kevo Keyless Entry System, Kitchen Aid Dishwasher &amp; Built in Microwaves, Oil Rubbed Bronze Fixtures, Stainless Steel Kitchen Aid Three Door Refrigerator, 100 lb Weight Limit, 2 Pet Limit, 45 lb Weight Limit, 2 Pet Limit, Built in 2018, 74 Units/3 Stories, 12 months, 13 months, 14 months, 15 months, Maintenance on site, 24 Hour Availability, Maid Service, Elevator, Business Center, Clubhouse, Lounge, Courtyard, Balcony, Patio, Fitness Center, Spa, Pool, Washer/Dryer - In Unit, Air Conditioning, Heating, Ceiling Fans, Wheelchair Accessible (Rooms), Dishwasher, Disposal, Microwave, Range, Refrigerator, Views, Walk-In Closets, Window Coverings, Package Service, Property Manager on Site"
Arrive Los Carneros,"6505 Sea Star Ct, Goleta, CA 93117 – West Santa Barbara",2 BRs,2 Baths,"$3,235 - 3,565",944 Sq Ft,Aug 7,"Built-in WIFI Sound System, Controlled Access, Covered Parking, DisabilityAccess, Drought Tolerant Landscaping, Kevo Keyless Entry System, Kitchen Aid Dishwasher &amp; Built in Microwaves, Oil Rubbed Bronze Fixtures, Stainless Steel Kitchen Aid Three Door Refrigerator, 100 lb Weight Limit, 2 Pet Limit, 45 lb Weight Limit, 2 Pet Limit, Built in 2018, 74 Units/3 Stories, 12 months, 13 months, 14 months, 15 months, Maintenance on site, 24 Hour Availability, Maid Service, Elevator, Business Center, Clubhouse, Lounge, Courtyard, Balcony, Patio, Fitness Center, Spa, Pool, Washer/Dryer - In Unit, Air Conditioning, Heating, Ceiling Fans, Wheelchair Accessible (Rooms), Dishwasher, Disposal, Microwave, Range, Refrigerator, Views, Walk-In Closets, Window Coverings, Package Service, Property Manager on Site"
Arrive Los Carneros,"6505 Sea Star Ct, Goleta, CA 93117 – West Santa Barbara",2 BRs,2 Baths,"$3,235 - 3,565",944 Sq Ft,Aug 8,"Built-in WIFI Sound System, Controlled Access, Covered Parking, DisabilityAccess, Drought Tolerant Landscaping, Kevo Keyless Entry System, Kitchen Aid Dishwasher &amp; Built in Microwaves, Oil Rubbed Bronze Fixtures, Stainless Steel Kitchen Aid Three Door Refrigerator, 100 lb Weight Limit, 2 Pet Limit, 45 lb Weight Limit, 2 Pet Limit, Built in 2018, 74 Units/3 Stories, 12 months, 13 months, 14 months, 15 months, Maintenance on site, 24 Hour Availability, Maid Service, Elevator, Business Center, Clubhouse, Lounge, Courtyard, Balcony, Patio, Fitness Center, Spa, Pool, Washer/Dryer - In Unit, Air Conditioning, Heating, Ceiling Fans, Wheelchair Accessible (Rooms), Dishwasher, Disposal, Microwave, Range, Refrigerator, Views, Walk-In Closets, Window Coverings, Package Service, Property Manager on Site"
Arrive Los Carneros,"6505 Sea Star Ct, Goleta, CA 93117 – West Santa Barbara",2 BRs,2 Baths,"$3,470 - 3,835",993 Sq Ft,Aug 29,"Built-in WIFI Sound System, Controlled Access, Covered Parking, DisabilityAccess, Drought Tolerant Landscaping, Kevo Keyless Entry System, Kitchen Aid Dishwasher &amp; Built in Microwaves, Oil Rubbed Bronze Fixtures, Stainless Steel Kitchen Aid Three Door Refrigerator, 100 lb Weight Limit, 2 Pet Limit, 45 lb Weight Limit, 2 Pet Limit, Built in 2018, 74 Units/3 Stories, 12 months, 13 months, 14 months, 15 months, Maintenance on site, 24 Hour Availability, Maid Service, Elevator, Business Center, Clubhouse, Lounge, Courtyard, Balcony, Patio, Fitness Center, Spa, Pool, Washer/Dryer - In Unit, Air Conditioning, Heating, Ceiling Fans, Wheelchair Accessible (Rooms), Dishwasher, Disposal, Microwave, Range, Refrigerator, Views, Walk-In Closets, Window Coverings, Package Service, Property Manager on Site"
Arrive Los Carneros,"6505 Sea Star Ct, Goleta, CA 93117 – West Santa Barbara",2 BRs,2 Baths,"$3,470 - 3,815",993 Sq Ft,Aug 29,"Built-in WIFI Sound System, Controlled Access, Covered Parking, DisabilityAccess, Drought Tolerant Landscaping, Kevo Keyless Entry System, Kitchen Aid Dishwasher &amp; Built in Microwaves, Oil Rubbed Bronze Fixtures, Stainless Steel Kitchen Aid Three Door Refrigerator, 100 lb Weight Limit, 2 Pet Limit, 45 lb Weight Limit, 2 Pet Limit, Built in 2018, 74 Units/3 Stories, 12 months, 13 months, 14 months, 15 months, Maintenance on site, 24 Hour Availability, Maid Service, Elevator, Business Center, Clubhouse, Lounge, Courtyard, Balcony, Patio, Fitness Center, Spa, Pool, Washer/Dryer - In Unit, Air Conditioning, Heating, Ceiling Fans, Wheelchair Accessible (Rooms), Dishwasher, Disposal, Microwave, Range, Refrigerator, Views, Walk-In Closets, Window Coverings, Package Service, Property Manager on Site"
Arrive Los Carneros,"6505 Sea Star Ct, Goleta, CA 93117 – West Santa Barbara",2 BRs,2 Baths,"$3,475 - 3,835",993 Sq Ft,Sep 24,"Built-in WIFI Sound System, Controlled Access, Covered Parking, DisabilityAccess, Drought Tolerant Landscaping, Kevo Keyless Entry System, Kitchen Aid Dishwasher &amp; Built in Microwaves, Oil Rubbed Bronze Fixtures, Stainless Steel Kitchen Aid Three Door Refrigerator, 100 lb Weight Limit, 2 Pet Limit, 45 lb Weight Limit, 2 Pet Limit, Built in 2018, 74 Units/3 Stories, 12 months, 13 months, 14 months, 15 months, Maintenance on site, 24 Hour Availability, Maid Service, Elevator, Business Center, Clubhouse, Lounge, Courtyard, Balcony, Patio, Fitness Center, Spa, Pool, Washer/Dryer - In Unit, Air Conditioning, Heating, Ceiling Fans, Wheelchair Accessible (Rooms), Dishwasher, Disposal, Microwave, Range, Refrigerator, Views, Walk-In Closets, Window Coverings, Package Service, Property Manager on Site"
